name,DateMonth,DateDay,DateYear,,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,stations
"Tequila, Mexico",8,16,2022,,75.1,60.3,66.6,75.1,60.3,66.6,62.1,86.2,0.826,100,12.5,rain,5.8,9.2,156.5,1014.1,95.8,8.8,277.3,23.8,9,30,2022-08-16T07:34:41,2022-08-16T20:24:17,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,17,2022,,72.6,62.3,64.8,72.6,62.3,64.8,62.2,91.6,0.709,100,8.33,rain,5.6,8.1,121.3,1015.5,97.9,11.1,89.5,7.7,10,10,2022-08-17T07:34:59,2022-08-17T20:23:33,0.68,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,18,2022,,80.7,58.9,67.8,81.4,58.9,67.9,60,78.6,0.095,100,29.17,rain,4.3,4,287.2,1015.7,79.3,10.9,300.9,26.1,9,30,2022-08-18T07:35:18,2022-08-18T20:22:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",8,19,2022,,80.7,58.7,69.1,81.5,58.7,69.1,59.8,75.3,0.225,100,33.33,rain,4.9,17.2,146.2,1013.9,56.4,12,302.9,26.2,10,60,2022-08-19T07:35:36,2022-08-19T20:22:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,20,2022,,80.3,58.7,67.6,81,58.7,67.6,60.2,79.1,0.087,100,4.17,rain,21.9,10.3,174.3,1015,48.5,12.8,268,23.1,10,30,2022-08-20T07:35:53,2022-08-20T20:21:16,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",8,21,2022,,80.7,58.9,68.6,81.3,58.9,68.6,59.8,76.3,0.224,100,8.33,rain,6,6.9,278.1,1017.5,59.8,10.3,295.7,25.6,10,30,2022-08-21T07:36:11,2022-08-21T20:20:29,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",8,22,2022,,81.4,61.5,69.4,82.1,61.5,69.6,60.8,76.4,0.709,100,8.33,rain,4.5,5.8,272,1015.8,56.1,10.3,287.9,24.9,10,60,2022-08-22T07:36:28,2022-08-22T20:19:41,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,23,2022,,83,60,69.6,82.5,60,69.6,60.1,74.4,0.472,100,8.33,rain,4.5,21.9,264,1013.5,49,10.8,275.3,23.9,10,30,2022-08-23T07:36:45,2022-08-23T20:18:53,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,24,2022,,81.6,58.9,69,82.2,58.9,69,61.1,78.3,0.079,100,4.17,rain,4.9,6.9,269,1014.7,56.7,10.2,223.8,19.3,10,30,2022-08-24T07:37:02,2022-08-24T20:18:03,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,25,2022,,82.3,60.2,70.5,83.1,60.2,70.7,61.3,75.4,0.827,100,4.17,rain,5.4,5,291.8,1014.3,72.6,11.8,301.9,26,10,60,2022-08-25T07:37:19,2022-08-25T20:17:14,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",8,26,2022,,82.1,60.3,69.9,82.8,60.3,70.1,61.6,77.7,0.148,100,62.5,rain,9.2,6.9,311.3,1015.3,77.5,12.1,286.5,24.8,10,30,2022-08-26T07:37:35,2022-08-26T20:16:24,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,27,2022,,81.2,59.3,68.7,82.1,59.3,68.8,60.9,78.6,0.197,100,4.17,rain,6.9,9.2,252.9,1014.1,60.1,9.5,284.7,24.4,10,30,2022-08-27T07:37:51,2022-08-27T20:15:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,28,2022,,79.4,61.1,69.2,79.4,61.1,69.2,62,79.4,1.693,100,8.33,rain,4.5,7.1,273.1,1012,79,9.6,260.6,22.6,10,30,2022-08-28T07:38:07,2022-08-28T20:14:42,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,29,2022,,81.8,61.1,69.7,83.2,61.1,69.9,62.1,78.7,0.118,100,4.17,rain,6.7,5.8,265,1012.5,76,11.3,261.3,22.5,10,60,2022-08-29T07:38:23,2022-08-29T20:13:50,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,30,2022,,80,61.1,68,80,61.1,68,61.9,82.7,1.692,100,12.5,rain,4,6.9,164.1,1014.3,82.9,8.2,250.3,21.6,10,30,2022-08-30T07:38:38,2022-08-30T20:12:58,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",8,31,2022,,80.5,60.5,69,81.6,60.5,69.1,61.4,78.8,0.352,100,58.33,rain,7.4,10.3,103,1014.5,73.4,9.8,248.8,21.5,10,30,2022-08-31T07:38:54,2022-08-31T20:12:05,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,1,2022,,81.1,61.6,70.3,82.2,61.6,70.5,61.1,74.6,0.32,100,62.5,rain,5.1,9.2,118.8,1014.1,74.3,10.9,287,24.9,10,60,2022-09-01T07:39:09,2022-09-01T20:11:12,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,2,2022,,81.8,60.7,70.4,83.5,60.7,70.6,61.6,76.1,0.177,100,41.67,rain,8.5,8.1,46.2,1012.2,83.7,11,284.3,24.5,10,75,2022-09-02T07:39:24,2022-09-02T20:10:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,3,2022,,83.6,61.4,71.7,83.6,61.4,71.8,61.6,72.9,0.098,100,16.67,rain,12.1,5.8,29.9,1010.9,78,11.3,268,23,10,30,2022-09-03T07:39:39,2022-09-03T20:09:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,4,2022,,82.5,63.6,73.2,81.8,63.6,73.1,58.3,61.5,0.008,100,8.33,rain,16.8,10.3,57.9,1011.6,74.9,11.7,239.5,20.7,9,30,2022-09-04T07:39:54,2022-09-04T20:08:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,5,2022,,76.7,64.3,70.1,76.7,64.3,70.1,61.4,74.2,0.295,100,41.67,rain,7.4,6.9,119.9,1011,85.1,10.4,261.4,22.5,10,30,2022-09-05T07:40:08,2022-09-05T20:07:35,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,6,2022,,80,62,69.2,80,62,69.2,58.9,71.9,0.048,100,37.5,rain,9.6,15,128.3,1016.2,93.6,13.1,240.8,20.8,10,10,2022-09-06T07:40:23,2022-09-06T20:06:40,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,7,2022,,80.7,60.7,70,80.4,60.7,70,59.8,72.3,0.194,100,45.83,rain,7.8,8.1,235.9,1017.4,90.8,12.2,277.3,23.8,9,30,2022-09-07T07:40:37,2022-09-07T20:05:45,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,8,2022,,82.5,61.2,70.4,81.5,61.2,70.3,59.8,72.1,0.095,100,25,rain,6.9,11.4,291.8,1016,76.3,8.9,268.3,23.2,10,30,2022-09-08T07:40:51,2022-09-08T20:04:49,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"76613399999,F0749,remote"
"Tequila, Mexico",9,9,2022,,80.7,61.6,69.4,81.7,61.6,69.5,61.9,79,0.166,100,33.33,rain,6.7,5.4,287,1010.3,80.2,10.3,235.9,20.4,10,60,2022-09-09T07:41:06,2022-09-09T20:03:53,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",9,10,2022,,82.1,61.1,69,82.6,61.1,69.1,61.6,79.5,0.697,100,8.33,rain,11.2,6,291.6,1011.9,89.1,11.3,269.6,23.3,10,30,2022-09-10T07:41:20,2022-09-10T20:02:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,11,2022,,81.8,59.6,70,82,59.6,70.1,60.4,74,0.012,100,4.17,rain,6.5,10.3,14.4,1016,76,11,272.7,23.5,10,30,2022-09-11T07:41:34,2022-09-11T20:02:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",9,12,2022,,80.1,61.4,69.1,80.4,61.4,69.2,57.2,67.9,0.008,100,4.17,rain,7.8,11.4,50.5,1016.6,75.5,11.1,224.4,19.4,8,10,2022-09-12T07:41:48,2022-09-12T20:01:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,13,2022,,80.9,59.3,68.8,80.9,59.3,68.8,59.8,74.7,0.087,100,29.17,rain,4.9,8.1,11.2,1012.9,81.1,11.3,141.4,12.2,5,30,2022-09-13T07:42:02,2022-09-13T20:00:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,14,2022,,81.9,60.9,70.4,81.4,60.9,70.3,57.3,67.4,0.099,100,41.67,rain,8.1,9.2,33.3,1014.6,73.3,8.7,216.9,18.7,9,30,2022-09-14T07:42:16,2022-09-14T19:59:12,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,15,2022,,82.5,60.2,70.1,81.9,60.2,70.1,57,66,0.118,100,4.17,rain,24.6,13.7,66.7,1013.2,40.9,11.3,298.3,25.9,10,30,2022-09-15T07:42:30,2022-09-15T19:58:15,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,16,2022,,81.8,61.1,69.7,81.4,61.1,69.7,57.3,66.1,0.004,100,4.17,rain,11.6,15,82.4,1013.9,71.3,11.9,241.3,21,10,10,2022-09-16T07:42:44,2022-09-16T19:57:18,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,17,2022,,80,62,69.4,80,62,69.4,59,71.4,0.28,100,4.17,rain,21.9,9.2,90.3,1011.6,93.3,12.3,242.9,21.1,9,10,2022-09-17T07:42:58,2022-09-17T19:56:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",9,18,2022,,77.1,63.8,69.1,77.1,63.8,69.1,60.3,74.7,0.079,100,4.17,rain,13,16.1,121.9,1014.2,88.8,9.3,164.5,14.2,7,10,2022-09-18T07:43:13,2022-09-18T19:55:24,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,19,2022,,78.9,60.3,67.4,78.9,60.3,67.4,61.5,82.5,0.02,100,4.17,rain,11.9,8.1,116.9,1012.1,63.5,9.8,257.9,22.3,9,30,2022-09-19T07:43:27,2022-09-19T19:54:27,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,20,2022,,77.1,60.9,67,77.1,60.9,67,59.9,80.1,0.61,100,8.33,rain,8.5,17.2,82,1015.3,75.5,9.4,211.3,18.4,10,10,2022-09-20T07:43:41,2022-09-20T19:53:30,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,21,2022,,80.5,60.7,68.5,80.5,60.7,68.5,57.6,70.3,0.012,100,8.33,rain,8.1,8.1,89.2,1014.7,72.2,10.8,267.4,23.1,10,10,2022-09-21T07:43:55,2022-09-21T19:52:33,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,22,2022,,80.7,59.1,68,81.5,59.1,68.1,55,65.6,0,0,0,,7.4,8.1,72.2,1014.1,35.7,11.2,288,24.9,10,10,2022-09-22T07:44:10,2022-09-22T19:51:37,0.9,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,23,2022,,81.8,57.3,68.1,81.9,57.3,68.1,56.3,68,0.008,100,4.17,rain,8.5,9.2,84.8,1014.2,35.2,11.3,252.8,22.1,10,10,2022-09-23T07:44:24,2022-09-23T19:50:40,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,24,2022,,82.5,57.6,69.5,81.9,57.6,69.4,57.5,69.1,0.036,100,16.67,rain,5.6,5.8,227.4,1015.5,41,10,244,21.1,10,10,2022-09-24T07:44:39,2022-09-24T19:49:43,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,25,2022,,83.6,61.2,70.4,82.5,61.2,70.3,59,70.6,0.052,100,12.5,rain,6,5.8,315.4,1013.6,61.2,9.8,277.1,23.9,10,10,2022-09-25T07:44:54,2022-09-25T19:48:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",9,26,2022,,80.7,60.5,69.9,80.6,60.5,69.9,58.1,69.1,0.02,100,12.5,rain,8.3,10.3,96.9,1014.7,47.6,9.3,222.9,19.4,9,10,2022-09-26T07:45:09,2022-09-26T19:47:51,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,27,2022,,76.9,59.1,68.3,76.9,59.1,68.3,53.5,60.2,0.024,100,4.17,rain,11.9,11.4,61.7,1015.9,47.9,12.3,226.5,19.6,8,10,2022-09-27T07:45:24,2022-09-27T19:46:54,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,28,2022,,80.9,58.6,68.9,80.4,58.6,68.8,52.5,57.8,0,0,0,,7.8,11.4,67.6,1018.1,40.1,10.4,266.7,23,10,10,2022-09-28T07:45:39,2022-09-28T19:45:59,0.1,Partially cloudy,Partly cloudy throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,29,2022,,80.3,57.3,67.2,80.5,57.3,67.2,50,55.9,0,0,0,,8.1,8.1,81,1016.7,17.7,12.9,277.7,23.9,10,10,2022-09-29T07:45:55,2022-09-29T19:45:03,0.14,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",9,30,2022,,79.4,55.5,66.4,79.4,55.5,66.4,46.3,51.2,0,0,0,,7.2,6.3,85.5,1014.4,24.7,13.1,289.5,25,10,10,2022-09-30T07:46:11,2022-09-30T19:44:08,0.17,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,1,2022,,81.2,55.1,67,80.2,55.1,66.9,48.6,54.1,0,0,0,,5.8,12.8,75.1,1013.1,66.2,12.3,233.1,20.1,9,10,2022-10-01T07:46:27,2022-10-01T19:43:13,0.21,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,2,2022,,75.3,59.1,67.2,75.3,59.1,67.2,56.7,70.6,0.154,100,29.17,rain,8.7,16.1,131.6,1015.1,93.9,9.9,125.7,10.9,5,10,2022-10-02T07:46:43,2022-10-02T19:42:18,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,3,2022,,75.3,60.9,66.3,75.3,60.9,66.3,58.8,78.8,0.012,100,4.17,rain,8.1,6.9,102.3,1017.3,95.6,8.2,153,13.1,9,10,2022-10-03T07:47:00,2022-10-03T19:41:24,0.28,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,4,2022,,80,56.7,67,80,56.7,67,56.9,72.9,0.051,100,8.33,rain,7.4,11.4,282.4,1015.6,48.9,11,264.8,22.8,10,10,2022-10-04T07:47:17,2022-10-04T19:40:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,5,2022,,79.2,60.7,68.4,79.2,60.7,68.4,58.9,73.7,0.039,100,4.17,rain,5.1,12.8,278.4,1016.1,61,9.7,215.1,18.7,9,30,2022-10-05T07:47:34,2022-10-05T19:39:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,6,2022,,78.7,58.9,67.4,78.7,58.9,67.4,57.9,74.7,0.091,100,29.17,rain,6.5,6.9,97.9,1017.8,69.9,12.2,219.2,18.8,9,10,2022-10-06T07:47:51,2022-10-06T19:38:43,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,remote"
"Tequila, Mexico",10,7,2022,,77.1,57.6,65.8,77.1,57.6,65.8,56.5,74.5,0.147,100,45.83,rain,5.4,13.9,103.4,1019,67.2,9.9,162.6,14.1,9,10,2022-10-07T07:48:09,2022-10-07T19:37:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,8,2022,,77.8,58.9,66.5,77.8,58.9,66.5,56.6,73.1,0.244,100,4.17,rain,9.2,9.2,72.5,1019.1,62.3,10.6,261.1,22.7,9,10,2022-10-08T07:48:27,2022-10-08T19:36:58,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,9,2022,,80.1,53.7,67.5,79.9,53.7,67.5,53,62.3,0,0,0,,7.2,11.4,68.5,1017.9,25.6,10.9,272.9,23.5,9,10,2022-10-09T07:48:46,2022-10-09T19:36:07,0.5,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,10,2022,,80.7,55.3,67.9,79.9,55.3,67.8,51.9,59.4,0,0,0,,7.2,9.2,70,1017.3,16.7,11.1,261.8,22.7,9,10,2022-10-10T07:49:05,2022-10-10T19:35:16,0.53,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,11,2022,,82.5,58.4,68.7,81.9,58.4,68.5,52.7,59.1,0,0,0,,6.3,5.8,75.4,1014.6,26.8,12.9,267.5,23,9,10,2022-10-11T07:49:24,2022-10-11T19:34:25,0.56,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,12,2022,,82.7,57.3,68.2,81.1,57.3,68,53,62.9,0,0,0,,5.6,5.8,281.8,1015.1,60,12.9,259.8,22.5,9,10,2022-10-12T07:49:43,2022-10-12T19:33:35,0.59,Partially cloudy,Partly cloudy throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,13,2022,,84.8,51.9,67.3,84,51.9,67,48.3,52.9,0,0,0,,4.5,5.8,284,1016,42.4,10.3,255.4,22,9,10,2022-10-13T07:50:03,2022-10-13T19:32:46,0.62,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,14,2022,,84.3,56.5,68.5,82.1,56.5,68.2,52.5,60.6,0,0,0,,5.4,5.8,162.2,1014.5,34.6,11.3,250.4,21.7,9,10,2022-10-14T07:50:24,2022-10-14T19:31:57,0.66,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,15,2022,,83.2,60.7,69.4,81.8,60.7,69.2,57.9,71.6,0.004,100,4.17,rain,5.4,8.1,322.8,1016.1,76.3,7.7,178.8,15.6,9,30,2022-10-15T07:50:45,2022-10-15T19:31:09,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,16,2022,,82.8,60.7,69.5,82.2,60.7,69.5,58.9,72.4,0,0,0,,4.9,5.8,278.3,1013.8,49.6,11.6,240.1,20.7,9,30,2022-10-16T07:51:06,2022-10-16T19:30:22,0.72,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,17,2022,,83.7,59.1,69,82.9,59.1,68.9,59.8,76.7,0.142,100,16.67,rain,9.4,7.8,254.7,1013.9,90.7,8.6,244.7,21,8,30,2022-10-17T07:51:28,2022-10-17T19:29:35,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,18,2022,,79.6,61.1,67.2,79.6,61.1,67.2,58.2,74.5,0.087,100,33.33,rain,4.9,6.9,89.6,1013.7,88.9,12.1,183.1,15.9,9,10,2022-10-18T07:51:50,2022-10-18T19:28:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,19,2022,,77.4,60.9,67.9,77.4,60.9,67.9,56.7,69.8,0.091,100,20.83,rain,9.4,6.9,74.2,1014.5,90.6,13.4,183.6,15.9,7,10,2022-10-19T07:52:13,2022-10-19T19:28:04,0.82,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,20,2022,,78.9,58,67.3,78.9,58,67.3,52.8,61.7,0,0,0,,6.5,5.1,94.6,1015.1,64.1,12.9,254,21.8,9,10,2022-10-20T07:52:36,2022-10-20T19:27:20,0.85,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",10,21,2022,,80.5,55.3,65.9,79.7,55.3,65.9,50.9,61.3,0,0,0,,4.7,5.8,117.2,1015.7,79.6,10.8,214.6,18.4,8,10,2022-10-21T07:53:00,2022-10-21T19:26:37,0.88,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,22,2022,,78.5,58.2,68.4,78.5,58.2,68.4,55.4,64.1,0.008,100,8.33,rain,6.5,11.4,139.8,1014.1,96.2,11.6,121.2,10.5,5,10,2022-10-22T07:53:24,2022-10-22T19:25:54,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,23,2022,,76.9,61.1,67.5,76.9,61.1,67.5,59.9,78,0.012,100,4.17,rain,8.3,9.2,220.2,1014.1,88.9,10.7,117.1,10,6,10,2022-10-23T07:53:49,2022-10-23T19:25:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,24,2022,,80.7,58.7,67.3,80.1,58.7,67.3,57.5,74.3,0,0,0,,9.8,6.9,290.8,1015.4,58.9,12.2,180.9,15.6,9,10,2022-10-24T07:54:14,2022-10-24T19:24:32,0.98,Partially cloudy,Partly cloudy throughout the day.,"F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,25,2022,,83,55.3,67.7,81.2,55.3,67.4,53.1,65.8,0,0,0,,7.6,8.1,287.8,1015.6,32.6,10.8,239.9,20.7,9,10,2022-10-25T07:54:40,2022-10-25T19:23:52,0,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,26,2022,,84.1,53.5,68.2,82.4,53.5,67.8,52.6,62.1,0,0,0,,9.4,9.2,274.3,1015.2,9.2,11.1,248.8,21.4,9,10,2022-10-26T07:55:06,2022-10-26T19:23:13,0.04,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,27,2022,,82.7,56,67.9,80.8,56,67.6,53.3,65.4,0,0,0,,11,8.1,276,1014.8,7.3,11,252.5,21.8,9,10,2022-10-27T07:55:33,2022-10-27T19:22:35,0.08,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",10,28,2022,,86.1,51.9,67.1,82.7,51.9,66.7,47.9,57,0,0,0,,7.8,8.1,293.4,1015.6,0.1,11.3,249.4,21.5,9,10,2022-10-28T07:56:00,2022-10-28T19:21:58,0.12,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,29,2022,,83,48.3,65.1,80.8,48.3,64.8,44.8,53.4,0,0,0,,7.2,4.7,357.1,1017,0.3,10.5,254.2,21.9,9,10,2022-10-29T07:56:28,2022-10-29T19:21:22,0.15,Clear,Clear conditions throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,30,2022,,82.5,50.1,65.8,80.4,50.1,65.5,47.4,57.8,0,0,0,,12.8,10.1,278,1015.7,2.4,10.9,243.3,21.9,9,10,2022-10-30T06:56:56,2022-10-30T18:20:48,0.19,Clear,Clear conditions throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",10,31,2022,,81.4,51.1,64.2,79.9,51.1,64,45.5,56.7,0,0,0,,11.4,9.2,280.9,1014.1,0.3,11.6,252.8,21.8,8,10,2022-10-31T06:57:25,2022-10-31T18:20:14,0.22,Clear,Clear conditions throughout the day.,"76613399999,F0749,76612099999,remote"
