title,Date20,YR2020,AC20,AP20,YR20,Date21,YR2021,AC21,AP21,YR21,YR2022,AC22,AP22,YR22,PATTL,PROJ23,ACT23
Cuernito Blanco,1/1/2020,2020,86,82,84,1/1/2021,2021,92,79,86,2022,93,78,86,79.66666667,80,79
Cuernito Joven,1/1/2020,2020,NA,80,#VALUE!,1/1/2021,2021,#VALUE!,76,#VALUE!,2022,#VALUE!,76,#VALUE!,77.33333333,77,77
Cuernito Single Barrel Reposado (La Cata),1/1/2020,2020,88,88,88,1/1/2021,2021,83,93,88,2022,94,88,91,89.66666667,90,89
Cuesta Mesa Silver,1/1/2020,2020,32,68,50,1/1/2021,2021,30,71,51,2022,30,67,49,68.66666667,69,68
Curado Tequila Blanco (Blue Agave),1/1/2020,2020,84,87,86,1/1/2021,2021,84,86,85,2022,90,89,90,87.33333333,87,87
Curado Tequila Blanco (Cupreata),1/1/2020,2020,86,88,87,1/1/2021,2021,85,92,89,2022,84,93,89,91,91,91
Curado Tequila Blanco (Espadn),1/1/2020,2020,82,87,85,1/1/2021,2021,85,87,86,2022,80,92,86,88.66666667,89,88
Curamia Tequila Blanco,1/1/2020,2020,82,76,79,1/1/2021,2021,86,74,80,2022,77,77,77,75.66666667,76,75
D'Antao,1/1/2020,2020,89,89,89,1/1/2021,2021,96,83,90,2022,89,87,88,86.33333333,86,86
DIVA Tequila Platino,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,90,#VALUE!,#VALUE!,2022,91,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dame Ms Reserva Extra Aejo,1/1/2020,2020,86,68,77,1/1/2021,2021,80,73,77,2022,89,69,79,70,70,70
Dano's Dangerous Pineapple & Jalapeo,1/1/2020,2020,88,78,83,1/1/2021,2021,90,78,84,2022,91,80,86,78.66666667,79,78
Dano's Dangerous Tequila Aejo,1/1/2020,2020,85,82,84,1/1/2021,2021,88,87,88,2022,86,90,88,86.33333333,86,86
Dano's Dangerous Tequila Blanco,1/1/2020,2020,84,80,82,1/1/2021,2021,83,84,84,2022,86,85,86,83,83,83
Davalos Tequila Aejo,1/1/2020,2020,95,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,95,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
De Los Altos Aejo,1/1/2020,2020,80,89,85,1/1/2021,2021,85,86,86,2022,81,88,85,87.66666667,88,87
De Los Altos Reposado,1/1/2020,2020,81,86,84,1/1/2021,2021,85,87,86,2022,76,91,84,88,88,88
De Los Altos Silver,1/1/2020,2020,79,80,80,1/1/2021,2021,76,76,76,2022,74,77,76,77.66666667,78,77
De Los Dorados Blanco,1/1/2020,2020,58,NA,#VALUE!,1/1/2021,2021,63,#VALUE!,#VALUE!,2022,56,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
De-Nada Tequila Blanco,1/1/2020,2020,88,87,88,1/1/2021,2021,91,82,87,2022,84,84,84,84.33333333,84,84
De-Nada Tequila Reposado,1/1/2020,2020,90,89,90,1/1/2021,2021,99,94,97,2022,87,89,88,90.66666667,91,90
Del Dueo Jerizito Aejo,1/1/2020,2020,92,87,90,1/1/2021,2021,99,87,93,2022,88,88,88,87.33333333,87,87
Delaluz Blanco,1/1/2020,2020,84,69,77,1/1/2021,2021,82,66,74,2022,83,67,75,67.33333333,67,67
Delaluz Reposado,1/1/2020,2020,80,71,76,1/1/2021,2021,83,72,78,2022,85,78,82,73.66666667,74,73
Deleon Aejo,1/1/2020,2020,78,78,78,1/1/2021,2021,82,78,80,2022,85,77,81,77.66666667,78,77
Deleon Diamante,1/1/2020,2020,70,71,71,1/1/2021,2021,67,72,70,2022,67,73,70,72,72,72
Deleon Platinum,1/1/2020,2020,76,72,74,1/1/2021,2021,80,72,76,2022,71,71,71,71.66666667,72,71
Deleon Reposado,1/1/2020,2020,76,71,74,1/1/2021,2021,74,70,72,2022,83,73,78,71.33333333,71,71
Demetrio Tequila Aejo,1/1/2020,2020,85,84,85,1/1/2021,2021,85,87,86,2022,86,88,87,86.33333333,86,86
Demetrio Tequila Blanco,1/1/2020,2020,83,85,84,1/1/2021,2021,78,84,81,2022,88,90,89,86.33333333,86,86
Demetrio Tequila Reposado,1/1/2020,2020,78,78,78,1/1/2021,2021,82,76,79,2022,82,74,78,76,76,76
Derechito Aejo,1/1/2020,2020,66,NA,#VALUE!,1/1/2021,2021,71,#VALUE!,#VALUE!,2022,70,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Derechito Blanco,1/1/2020,2020,84,85,85,1/1/2021,2021,84,90,87,2022,83,85,84,86.66666667,87,86
Derechito Reposado,1/1/2020,2020,79,85,82,1/1/2021,2021,77,85,81,2022,84,81,83,83.66666667,84,83
DesMaDre Aejo Tequila,1/1/2020,2020,83,80,82,1/1/2021,2021,87,84,86,2022,83,81,82,81.66666667,82,81
DesMaDre Blanco Tequila,1/1/2020,2020,83,80,82,1/1/2021,2021,91,80,86,2022,78,84,81,81.33333333,81,81
DesMaDre Reposado Tequila,1/1/2020,2020,85,87,86,1/1/2021,2021,92,81,87,2022,88,81,85,83,83,83
Desnuda Organic Tequila Blanco,1/1/2020,2020,91,85,88,1/1/2021,2021,87,86,87,2022,98,82,90,84.33333333,84,84
Doa Carlota Aejo,1/1/2020,2020,79,68,74,1/1/2021,2021,75,64,70,2022,75,66,71,66,66,66
Doa Carlota Reposado,1/1/2020,2020,78,72,75,1/1/2021,2021,80,73,77,2022,76,75,76,73.33333333,73,73
Doa Celia Tequila Aejo,1/1/2020,2020,80,77,79,1/1/2021,2021,84,76,80,2022,83,75,79,76,76,76
Doa Celia Tequila Blanco,1/1/2020,2020,67,64,66,1/1/2021,2021,66,63,65,2022,73,61,67,62.66666667,63,62
Doa Celia Tequila Reposado,1/1/2020,2020,81,76,79,1/1/2021,2021,82,71,77,2022,79,81,80,76,76,76
Doa Engracia Aejo,1/1/2020,2020,92,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Doa Engracia Blanco,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,91,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Abraham Aejo,1/1/2020,2020,85,87,86,1/1/2021,2021,89,93,91,2022,82,82,82,87.33333333,87,87
Don Abraham Blanco,1/1/2020,2020,84,85,85,1/1/2021,2021,81,85,83,2022,90,89,90,86.33333333,86,86
Don Abraham Extra Anejo,1/1/2020,2020,87,87,87,1/1/2021,2021,94,83,89,2022,95,91,93,87,87,87
Don Abraham Reposado,1/1/2020,2020,84,84,84,1/1/2021,2021,79,90,85,2022,80,91,86,88.33333333,88,88
Don Alvaro Aejo,1/1/2020,2020,76,63,70,1/1/2021,2021,71,60,66,2022,72,63,68,62,62,62
Don Alvaro Blanco,1/1/2020,2020,73,69,71,1/1/2021,2021,74,67,71,2022,77,73,75,69.66666667,70,69
Don Alvaro Reposado,1/1/2020,2020,88,NA,#VALUE!,1/1/2021,2021,96,#VALUE!,#VALUE!,2022,84,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Anselmo Tequila Aejo,1/1/2020,2020,69,65,67,1/1/2021,2021,75,64,70,2022,72,62,67,63.66666667,64,63
Don Anselmo Tequila Blanco,1/1/2020,2020,68,76,72,1/1/2021,2021,70,80,75,2022,70,76,73,77.33333333,77,77
Don Anselmo Tequila Reposado,1/1/2020,2020,83,74,79,1/1/2021,2021,83,77,80,2022,80,70,75,73.66666667,74,73
Don Brito Tequila Reposado,1/1/2020,2020,84,77,81,1/1/2021,2021,81,81,81,2022,91,72,82,76.66666667,77,76
Don Camilo Aejo,1/1/2020,2020,75,69,72,1/1/2021,2021,74,72,73,2022,71,71,71,70.66666667,71,70
Don Camilo Reposado,1/1/2020,2020,73,76,75,1/1/2021,2021,79,81,80,2022,69,71,70,76,76,76
Don Celso Aejo,1/1/2020,2020,51,82,67,1/1/2021,2021,51,85,68,2022,53,80,67,82.33333333,82,82
Don Celso Reposado,1/1/2020,2020,89,85,87,1/1/2021,2021,93,87,90,2022,84,93,89,88.33333333,88,88
Don Chencho Blanco (110 proof),1/1/2020,2020,92,84,88,1/1/2021,2021,88,83,86,2022,97,84,91,83.66666667,84,83
Don Chencho Blanco (80 proof),1/1/2020,2020,NA,86,#VALUE!,1/1/2021,2021,#VALUE!,86,#VALUE!,2022,#VALUE!,86,#VALUE!,86,86,86
Don Cheyo Aejo,1/1/2020,2020,89,77,83,1/1/2021,2021,89,78,84,2022,95,80,88,78.33333333,78,78
Don Cheyo Extra Aejo,1/1/2020,2020,89,84,87,1/1/2021,2021,87,82,85,2022,93,90,92,85.33333333,85,85
Don Cheyo Silver,1/1/2020,2020,68,80,74,1/1/2021,2021,72,85,79,2022,70,78,74,81,81,81
Don Cosm Aejo,1/1/2020,2020,89,81,85,1/1/2021,2021,86,82,84,2022,88,77,83,80,80,80
Don Cosm Blanco,1/1/2020,2020,83,84,84,1/1/2021,2021,79,85,82,2022,90,84,87,84.33333333,84,84
Don Cosm Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,85,86,86,2022,91,88,90,86.33333333,86,86
Don Crispin Aejo,1/1/2020,2020,76,79,78,1/1/2021,2021,81,83,82,2022,83,80,82,80.66666667,81,80
Don Diego Santa Aejo,1/1/2020,2020,82,84,83,1/1/2021,2021,80,79,80,2022,79,82,81,81.66666667,82,81
Don Diego Santa Blanco,1/1/2020,2020,79,82,81,1/1/2021,2021,83,79,81,2022,85,81,83,80.66666667,81,80
Don Diego Santa Reposado,1/1/2020,2020,82,82,82,1/1/2021,2021,77,77,77,2022,82,87,85,82,82,82
Don Eduardo Aejo,1/1/2020,2020,73,69,71,1/1/2021,2021,70,66,68,2022,80,69,75,68,68,68
Don Eduardo Reposado,1/1/2020,2020,72,78,75,1/1/2021,2021,78,83,81,2022,74,74,74,78.33333333,78,78
Don Eduardo Silver,1/1/2020,2020,69,61,65,1/1/2021,2021,68,57,63,2022,72,64,68,60.66666667,61,60
Don Felix Aejo,1/1/2020,2020,85,84,85,1/1/2021,2021,88,89,89,2022,88,90,89,87.66666667,88,87
Don Felix Plata,1/1/2020,2020,74,81,78,1/1/2021,2021,77,80,79,2022,81,79,80,80,80,80
Don Felix Reposado,1/1/2020,2020,82,78,80,1/1/2021,2021,85,73,79,2022,80,74,77,75,75,75
Don Fermin Tequila Reposado,1/1/2020,2020,79,76,78,1/1/2021,2021,79,77,78,2022,84,76,80,76.33333333,76,76
Don Fernando Aejo,1/1/2020,2020,84,89,87,1/1/2021,2021,81,91,86,2022,87,92,90,90.66666667,91,90
Don Fernando Reposado,1/1/2020,2020,81,79,80,1/1/2021,2021,83,76,80,2022,77,80,79,78.33333333,78,78
Don Fernando Silver,1/1/2020,2020,75,77,76,1/1/2021,2021,82,80,81,2022,72,74,73,77,77,77
Don Fernando T.K.O. Plata,1/1/2020,2020,80,80,80,1/1/2021,2021,81,79,80,2022,80,77,79,78.66666667,79,78
Don Fulano Aejo,1/1/2020,2020,86,86,86,1/1/2021,2021,84,86,85,2022,94,82,88,84.66666667,85,84
Don Fulano Blanco,1/1/2020,2020,85,87,86,1/1/2021,2021,86,83,85,2022,82,85,84,85,85,85
Don Fulano Blanco Fuerte (100 proof),1/1/2020,2020,87,88,88,1/1/2021,2021,85,83,84,2022,90,83,87,84.66666667,85,84
Don Fulano Imperial (5 yr),1/1/2020,2020,87,87,87,1/1/2021,2021,83,84,84,2022,82,86,84,85.66666667,86,85
Don Fulano Reposado,1/1/2020,2020,84,84,84,1/1/2021,2021,84,89,87,2022,83,92,88,88.33333333,88,88
Don Jose Lopez Portillo Blanco,1/1/2020,2020,NA,76,#VALUE!,1/1/2021,2021,#VALUE!,71,#VALUE!,2022,#VALUE!,79,#VALUE!,75.33333333,75,75
Don Julio 1942,1/1/2020,2020,87,84,86,1/1/2021,2021,92,84,88,2022,95,81,88,83,83,83
Don Julio Aejo,1/1/2020,2020,84,81,83,1/1/2021,2021,79,80,80,2022,82,79,81,80,80,80
Don Julio Aejo 70th Anniv.,1/1/2020,2020,83,71,77,1/1/2021,2021,87,73,80,2022,90,74,82,72.66666667,73,72
Don Julio Blanco,1/1/2020,2020,78,74,76,1/1/2021,2021,85,72,79,2022,73,75,74,73.66666667,74,73
Don Julio Dos Barricas Reposado,1/1/2020,2020,81,79,80,1/1/2021,2021,77,80,79,2022,84,80,82,79.66666667,80,79
Don Julio Double Cask Reposado,1/1/2020,2020,85,82,84,1/1/2021,2021,82,79,81,2022,91,88,90,83,83,83
Don Julio Primavera,1/1/2020,2020,75,70,73,1/1/2021,2021,77,74,76,2022,77,76,77,73.33333333,73,73
Don Julio Real,1/1/2020,2020,85,83,84,1/1/2021,2021,89,88,89,2022,92,81,87,84,84,84
Don Julio Reposado,1/1/2020,2020,82,80,81,1/1/2021,2021,80,85,83,2022,83,82,83,82.33333333,82,82
Don Julio Reposado Claro,1/1/2020,2020,83,66,75,1/1/2021,2021,90,68,79,2022,82,71,77,68.33333333,68,68
Don Julio Reposado Double Cask Lagavulin,1/1/2020,2020,77,79,78,1/1/2021,2021,84,85,85,2022,83,81,82,81.66666667,82,81
Don Julio Ultima Reserva,1/1/2020,2020,85,82,84,1/1/2021,2021,92,77,85,2022,80,79,80,79.33333333,79,79
Don Lorenzo Blanco,1/1/2020,2020,84,88,86,1/1/2021,2021,89,86,88,2022,80,94,87,89.33333333,89,89
Don Lorenzo Reposado Reserva,1/1/2020,2020,85,83,84,1/1/2021,2021,91,86,89,2022,93,81,87,83.33333333,83,83
Don Lorenzo Reposado Reserva (Paper Label),1/1/2020,2020,76,79,78,1/1/2021,2021,73,77,75,2022,78,85,82,80.33333333,80,80
Don Malaquias Tequila Extra Aged,1/1/2020,2020,88,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,94,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Manuel Tequila Blanco,1/1/2020,2020,NA,81,#VALUE!,1/1/2021,2021,#VALUE!,78,#VALUE!,2022,#VALUE!,80,#VALUE!,79.66666667,80,79
Don Modesto Extra Aejo,1/1/2020,2020,82,90,86,1/1/2021,2021,86,89,88,2022,86,95,91,91.33333333,91,91
Don Modesto Tequila Aejo,1/1/2020,2020,87,85,86,1/1/2021,2021,93,90,92,2022,86,85,86,86.66666667,87,86
Don Modesto Tequila Blanco,1/1/2020,2020,84,87,86,1/1/2021,2021,80,82,81,2022,88,91,90,86.66666667,87,86
Don Modesto Tequila Reposado,1/1/2020,2020,88,87,88,1/1/2021,2021,88,89,89,2022,90,90,90,88.66666667,89,88
Don Nacho Blanco,1/1/2020,2020,82,84,83,1/1/2021,2021,77,87,82,2022,81,81,81,84,84,84
Don Nacho Extra Premium Aejo,1/1/2020,2020,83,81,82,1/1/2021,2021,85,81,83,2022,82,83,83,81.66666667,82,81
Don Nacho Extra Premium Blanco,1/1/2020,2020,83,84,84,1/1/2021,2021,90,81,86,2022,83,84,84,83,83,83
Don Nacho Extra Premium Reposado,1/1/2020,2020,83,82,83,1/1/2021,2021,90,78,84,2022,79,87,83,82.33333333,82,82
Don Nacho Reposado,1/1/2020,2020,82,84,83,1/1/2021,2021,81,85,83,2022,89,89,89,86,86,86
Don Pilar Aejo,1/1/2020,2020,84,85,85,1/1/2021,2021,85,90,88,2022,83,89,86,88,88,88
Don Pilar Blanco,1/1/2020,2020,77,82,80,1/1/2021,2021,83,84,84,2022,81,78,80,81.33333333,81,81
Don Pilar Extra Aejo,1/1/2020,2020,87,88,88,1/1/2021,2021,88,85,87,2022,83,95,89,89.33333333,89,89
Don Pilar Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,79,88,84,2022,80,80,80,84.33333333,84,84
Don Questo Blanco,1/1/2020,2020,65,NA,#VALUE!,1/1/2021,2021,67,#VALUE!,#VALUE!,2022,69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Ramon Aejo,1/1/2020,2020,79,79,79,1/1/2021,2021,82,80,81,2022,78,83,81,80.66666667,81,80
Don Ramon Extra Aejo,1/1/2020,2020,96,NA,#VALUE!,1/1/2021,2021,101,#VALUE!,#VALUE!,2022,96,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Ramon Platinum Reposado Cristalino,1/1/2020,2020,74,NA,#VALUE!,1/1/2021,2021,70,#VALUE!,#VALUE!,2022,81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Ramon Reposado,1/1/2020,2020,72,64,68,1/1/2021,2021,69,68,69,2022,75,70,73,67.33333333,67,67
Don Ramon Reserva Aejo,1/1/2020,2020,84,83,84,1/1/2021,2021,92,87,90,2022,87,81,84,83.66666667,84,83
Don Ramon Reserva Resposado,1/1/2020,2020,80,81,81,1/1/2021,2021,87,77,82,2022,84,76,80,78,78,78
Don Ramon Silver Tequila,1/1/2020,2020,73,74,74,1/1/2021,2021,78,73,76,2022,79,79,79,75.33333333,75,75
Don Rico Tequila Aejo,1/1/2020,2020,90,88,89,1/1/2021,2021,89,92,91,2022,86,90,88,90,90,90
Don Rico Tequila Blanco,1/1/2020,2020,91,86,89,1/1/2021,2021,99,91,95,2022,88,85,87,87.33333333,87,87
Don Rico Tequila Reposado,1/1/2020,2020,88,85,87,1/1/2021,2021,82,84,83,2022,93,81,87,83.33333333,83,83
Don Roberto Aejo,1/1/2020,2020,71,60,66,1/1/2021,2021,77,58,68,2022,71,57,64,58.33333333,58,58
Don Roberto Antiguo Tequilero Rerserva Especial Reposado,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Roberto Luxe Cristalino Aejo,1/1/2020,2020,84,52,68,1/1/2021,2021,90,50,70,2022,92,53,73,51.66666667,52,51
Don Roberto Plata,1/1/2020,2020,73,65,69,1/1/2021,2021,70,70,70,2022,75,63,69,66,66,66
Don Roberto Reposado,1/1/2020,2020,69,64,67,1/1/2021,2021,75,60,68,2022,67,61,64,61.66666667,62,61
Don Romeo Reposado,1/1/2020,2020,78,NA,#VALUE!,1/1/2021,2021,83,#VALUE!,#VALUE!,2022,80,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Don Servando Reposado,1/1/2020,2020,81,84,83,1/1/2021,2021,86,87,87,2022,86,90,88,87,87,87
Don Sueos Tequila Aejo,1/1/2020,2020,81,84,83,1/1/2021,2021,89,89,89,2022,85,82,84,85,85,85
Don Sueos Tequila Blanco,1/1/2020,2020,80,81,81,1/1/2021,2021,80,86,83,2022,85,86,86,84.33333333,84,84
Don Sueos Tequila Reposado,1/1/2020,2020,82,82,82,1/1/2021,2021,85,84,85,2022,84,88,86,84.66666667,85,84
Don Valente Aejo,1/1/2020,2020,80,73,77,1/1/2021,2021,81,78,80,2022,78,69,74,73.33333333,73,73
Don Valente Blanco,1/1/2020,2020,71,81,76,1/1/2021,2021,77,82,80,2022,73,81,77,81.33333333,81,81
Don Valente Directo del Alambique Blanco,1/1/2020,2020,89,89,89,1/1/2021,2021,95,93,94,2022,85,91,88,91,91,91
Don Valente Reposado,1/1/2020,2020,73,71,72,1/1/2021,2021,78,76,77,2022,75,73,74,73.33333333,73,73
Don Vicente Tequila Blanco,1/1/2020,2020,90,88,89,1/1/2021,2021,91,85,88,2022,98,92,95,88.33333333,88,88
Don Vicente Tequila Extra Aejo,1/1/2020,2020,92,89,91,1/1/2021,2021,86,94,90,2022,87,90,89,91,91,91
Don Vicente Tequila Reposado,1/1/2020,2020,88,89,89,1/1/2021,2021,82,90,86,2022,84,96,90,91.66666667,92,91
Don Viejo Tequila Aejo,1/1/2020,2020,84,82,83,1/1/2021,2021,79,78,79,2022,81,90,86,83.33333333,83,83
Don Weber Premium Blanco,1/1/2020,2020,74,82,78,1/1/2021,2021,79,82,81,2022,69,81,75,81.66666667,82,81
Don Weber Premium Extra Aejo,1/1/2020,2020,84,79,82,1/1/2021,2021,88,84,86,2022,88,79,84,80.66666667,81,80
Don Weber Premium Reposado,1/1/2020,2020,71,79,75,1/1/2021,2021,74,81,78,2022,76,82,79,80.66666667,81,80
Dos Alas Aejo,1/1/2020,2020,80,77,79,1/1/2021,2021,87,73,80,2022,80,72,76,74,74,74
Dos Almas 55 Premium Plata,1/1/2020,2020,85,81,83,1/1/2021,2021,83,77,80,2022,89,82,86,80,80,80
Dos Amigos Tequila Reposado,1/1/2020,2020,NA,78,#VALUE!,1/1/2021,2021,#VALUE!,81,#VALUE!,2022,#VALUE!,83,#VALUE!,80.66666667,81,80
Dos Armadillos Aejo,1/1/2020,2020,80,83,82,1/1/2021,2021,88,89,89,2022,82,86,84,86,86,86
Dos Armadillos Plata,1/1/2020,2020,80,84,82,1/1/2021,2021,85,84,85,2022,78,89,84,85.66666667,86,85
Dos Armadillos Reposado,1/1/2020,2020,79,76,78,1/1/2021,2021,81,73,77,2022,78,80,79,76.33333333,76,76
Dos Coronas Blanco,1/1/2020,2020,56,NA,#VALUE!,1/1/2021,2021,58,#VALUE!,#VALUE!,2022,60,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dos Erres Aejo,1/1/2020,2020,82,83,83,1/1/2021,2021,86,79,83,2022,85,85,85,82.33333333,82,82
Dos Erres Reposado,1/1/2020,2020,78,80,79,1/1/2021,2021,82,86,84,2022,74,79,77,81.66666667,82,81
Dos Lunas Aejo,1/1/2020,2020,76,76,76,1/1/2021,2021,77,78,78,2022,75,80,78,78,78,78
Dos Lunas Reposado,1/1/2020,2020,83,82,83,1/1/2021,2021,87,79,83,2022,83,81,82,80.66666667,81,80
Dos Lunas Silver,1/1/2020,2020,67,75,71,1/1/2021,2021,69,77,73,2022,64,70,67,74,74,74
Dos Manos Aejo Tequila,1/1/2020,2020,78,77,78,1/1/2021,2021,80,78,79,2022,79,73,76,76,76,76
Dos Manos Blanco Tequila,1/1/2020,2020,70,79,75,1/1/2021,2021,67,80,74,2022,77,83,80,80.66666667,81,80
Dos Manos Extra Aejo,1/1/2020,2020,77,74,76,1/1/2021,2021,72,76,74,2022,72,80,76,76.66666667,77,76
Dos Manos Reposado Tequila,1/1/2020,2020,67,72,70,1/1/2021,2021,65,72,69,2022,63,77,70,73.66666667,74,73
Dos Primos Tequila Blanco,1/1/2020,2020,77,80,79,1/1/2021,2021,75,77,76,2022,75,83,79,80,80,80
Dos Primos Tequila Reposado,1/1/2020,2020,68,NA,#VALUE!,1/1/2021,2021,74,#VALUE!,#VALUE!,2022,71,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dos Siglos Blanco,1/1/2020,2020,82,64,73,1/1/2021,2021,78,65,72,2022,78,64,71,64.33333333,64,64
Dos Tierras Aejo,1/1/2020,2020,78,81,80,1/1/2021,2021,79,76,78,2022,77,83,80,80,80,80
Dos Tierras Blanco,1/1/2020,2020,93,89,91,1/1/2021,2021,102,88,95,2022,88,97,93,91.33333333,91,91
Dos Tierras Reposado,1/1/2020,2020,80,84,82,1/1/2021,2021,80,90,85,2022,87,91,89,88.33333333,88,88
Dulce Amargura Extra Aejo,1/1/2020,2020,88,86,87,1/1/2021,2021,90,87,89,2022,82,90,86,87.66666667,88,87
Dulce Amargura Tequila Extra Aejo (1 Liter),1/1/2020,2020,86,77,82,1/1/2021,2021,93,75,84,2022,83,72,78,74.66666667,75,74
Dulce Vida 5-Year Extra Aejo,1/1/2020,2020,86,83,85,1/1/2021,2021,82,87,85,2022,92,82,87,84,84,84
Dulce Vida Aejo,1/1/2020,2020,79,83,81,1/1/2021,2021,84,85,85,2022,86,90,88,86,86,86
Dulce Vida Aejo - Lone Star Edition,1/1/2020,2020,79,85,82,1/1/2021,2021,86,90,88,2022,85,81,83,85.33333333,85,85
Dulce Vida Blanco,1/1/2020,2020,76,80,78,1/1/2021,2021,80,85,83,2022,75,87,81,84,84,84
Dulce Vida Blanco (80-proof),1/1/2020,2020,78,82,80,1/1/2021,2021,85,79,82,2022,80,88,84,83,83,83
Dulce Vida Extra Aejo,1/1/2020,2020,83,77,80,1/1/2021,2021,89,82,86,2022,82,81,82,80,80,80
Dulce Vida Reposado,1/1/2020,2020,79,82,81,1/1/2021,2021,76,79,78,2022,79,85,82,82,82,82
Dulce Vida Reposado (80-proof),1/1/2020,2020,78,83,81,1/1/2021,2021,83,82,83,2022,73,84,79,83,83,83
Dulce Vida Tequila Aejo - Rocky Mountain Edition,1/1/2020,2020,77,75,76,1/1/2021,2021,84,80,82,2022,73,80,77,78.33333333,78,78
E. Cuarenta Tequila Aejo,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,82,#VALUE!,#VALUE!,2022,83,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E. Cuarenta Tequila Blanco,1/1/2020,2020,78,82,80,1/1/2021,2021,85,78,82,2022,75,80,78,80,80,80
E. Cuarenta Tequila Reposado,1/1/2020,2020,72,70,71,1/1/2021,2021,72,73,73,2022,73,66,70,69.66666667,70,69
EC Charro Silver,1/1/2020,2020,68,NA,#VALUE!,1/1/2021,2021,68,#VALUE!,#VALUE!,2022,73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Eight Reserve Aejo,1/1/2020,2020,76,NA,#VALUE!,1/1/2021,2021,77,#VALUE!,#VALUE!,2022,72,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ekeco Reposado,1/1/2020,2020,NA,NA,#VALUE!,1/1/2021,2021,#VALUE!,#VALUE!,#VALUE!,2022,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
El Afan Tequila Aejo,1/1/2020,2020,79,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
El Afan Tequila Blanco,1/1/2020,2020,66,NA,#VALUE!,1/1/2021,2021,71,#VALUE!,#VALUE!,2022,62,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
El Afan Tequila Reposado,1/1/2020,2020,82,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,85,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
El Agave Silver Tequila,1/1/2020,2020,56,76,66,1/1/2021,2021,56,76,66,2022,57,75,66,75.66666667,76,75
El Aguila Ca Aejo Cristalino,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,86,#VALUE!,#VALUE!,2022,83,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
El Aguila Ca Blanco,1/1/2020,2020,80,82,81,1/1/2021,2021,79,77,78,2022,82,87,85,82,82,82
El Aguila Ca Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,86,91,89,2022,87,81,84,85.66666667,86,85
El Albur Tequila Blanco,1/1/2020,2020,83,77,80,1/1/2021,2021,79,78,79,2022,87,74,81,76.33333333,76,76
El Albur Tequila Reposado,1/1/2020,2020,83,75,79,1/1/2021,2021,86,81,84,2022,80,72,76,76,76,76
El Amo Blanco,1/1/2020,2020,74,73,74,1/1/2021,2021,73,69,71,2022,80,68,74,70,70,70
El Amo Edicion Premium Aejo,1/1/2020,2020,80,78,79,1/1/2021,2021,81,83,82,2022,85,76,81,79,79,79
El Amo Premium Blanco,1/1/2020,2020,78,82,80,1/1/2021,2021,79,87,83,2022,84,81,83,83.33333333,83,83
El Amo Premium Extra Aejo,1/1/2020,2020,83,71,77,1/1/2021,2021,78,68,73,2022,90,68,79,69,69,69
